DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,Annual_Precipitation_2000,Annual_Precipitation_2005,Annual_Precipitation_2010,Annual_Precipitation_2015,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,BUILT_Population_1990,BUILT_Population_2000,BUILT_Population_2014,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Drought_Episodes,Enhanced_Vegetation_Index_1985,Enhanced_Vegetation_Index_1990,Enhanced_Vegetation_Index_1995,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Global_Human_Footprint,Gross_Cell_Production,Growing_Season_Length,Irrigation,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Livestock_Cattle,Livestock_Chickens,Livestock_Ducks,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,PET_2000,PET_2005,PET_2010,PET_2015,Proximity_to_National_Borders,Proximity_to_Protected_Areas,Proximity_to_Water,Rainfall_1985,Rainfall_1990,Rainfall_1995,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Slope,SMOD_Population_1990,SMOD_Population_2000,SMOD_Population_2015,Temperature_April,Temperature_August,Temperature_December,Temperature_February,Temperature_January,Temperature_July,Temperature_June,Temperature_March,Temperature_May,Temperature_November,Temperature_October,Temperature_September,Travel_Times_2000,Travel_Times_2015,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015
ZM201800000141,ZMGE71FL,ZM,2018.0,141.0,ZM2018DHS,81741.515625,94459.5859375,110031.5078125,83.49166870117188,60.483333587646484,91.125,24.608333587646484,23.463699340820312,15.026915550231934,24.62837791442871,6.2563557624816895,0.03560095566969652,0.04356212493700859,0.07860332268934983,30.31777615017361,32.4290771484375,29.895741780598957,30.89944797092014,11.858333587646484,13.991666793823242,12.666666984558105,14.074999809265137,5.0,2812.1111111111113,2833.777777777778,2776.777777777778,2899.0,2997.1111111111113,3074.1111111111113,3037.1111111111113,0.003333333181217313,0.0,0.0,0.014166666194796562,44.30548302872063,1592.2298583984375,-807.0,1.6108877658843994,0.056220466862714175,0.3080528038067576,0.6348239303172687,22.212878757052952,23.686018202039932,22.539628770616318,22.834815131293404,14.699180503426893,131.7356600848564,-1.0,9.19194552668081,0.5345739060842648,0.262299460468342,0.33043044805526733,0.18098127841949463,0.04576178267598152,0.1111159548163414,0.2720828652381897,0.11329971998929977,0.022851523011922836,0.06235026195645332,27.450000762939453,29.92500114440918,28.700000762939453,29.191667556762695,21.491666793823242,22.90833282470703,22.34166717529297,22.133333206176758,15.591667175292969,15.933333396911621,16.03333282470703,15.116666793823242,1.8476705075561843,14.107979668511284,14.942962646484375,15.183519151475695,14.77018568250868,3.558333396911621,4.025000095367432,3.700000047683716,3.933333396911621,80834.04458598726,9131.520569620254,125814.89389067524,850.8,910.5,561.7,983.1,641.6,1027.6,740.1,0.7134099815906495,0.0,0.0,1.0,20.35649871826172,18.363750457763672,22.17449951171875,21.737749099731445,21.833751678466797,15.689250946044922,16.002500534057617,21.480751037597656,18.182498931884766,23.819000244140625,24.368249893188477,22.236000061035156,53.95822454308094,11.496083550913838,33.752024893372706,38.40218739747375,44.377137672244096,51.69282623851706,48033.58984375,57333.8359375,68627.0234375,81689.671875,151.14512279699738,180.40990127284596,215.94586325065274,257.0497307441253,7.169166564941406,5.239166736602783,7.027499675750732,3.1374998092651367
ZM201800000142,ZMGE71FL,ZM,2018.0,142.0,ZM2018DHS,3055.6123046875,3531.03125,4113.1318359375,86.30000305175781,65.45000457763672,98.34166717529297,53.63333511352539,24.19626235961914,16.362499237060547,27.12873649597168,14.083150863647461,0.00019580237208072012,0.0007561652702533931,0.001411493568175092,30.57022705078125,32.79200134277344,30.989166259765625,31.535833740234374,12.700000762939453,14.725000381469727,13.408333778381348,14.866666793823242,9.0,2595.5,2709.1,2672.7,2897.9,2884.1,3019.0,2882.3,0.01916666515171528,0.0016666665906086564,0.0,0.04749999940395355,31.655172413793103,1126.521875,6.0,0.0,0.058227895122327275,0.325396986399366,0.6647087794176573,22.601591491699217,24.46558532714844,23.4163330078125,23.830166625976563,5.45851427443484,271.11643949468083,-1.0,11.840573574634309,0.18495224891824924,0.17242025821766954,0.46554967761039734,0.2252017855644226,0.03396153450012207,0.1105080097913742,0.4234033226966858,0.14941959083080292,0.01644551195204258,0.061099983751773834,28.17500114440918,30.633333206176758,29.383333206176758,29.916667938232422,21.808334350585938,23.241666793823242,22.641666412353516,22.450000762939453,15.475000381469727,15.908333778381348,15.975000381469727,15.050000190734863,0.02865271533813075,14.632955932617188,16.139166259765624,15.843499755859375,16.12449951171875,3.566666841506958,4.0,3.625,3.808333396911621,148195.2,28258.73482428115,147117.90415335464,875.6666666666666,851.2222222222222,588.4444444444445,961.4444444444445,621.7777777777778,993.8888888888889,717.5555555555555,0.46568342979918137,0.0,0.0,0.0,20.76700210571289,18.778499603271484,22.410749435424805,21.972999572753906,22.076000213623047,15.976000785827637,16.180747985839844,21.808250427246094,18.467248916625977,24.097999572753906,24.77574920654297,22.85325050354004,121.0,68.87765957446808,1.431519836265584,1.6287466935285433,1.8821611379388123,2.1924408039083003,5110.322265625,5590.62890625,6132.26953125,6688.17333984375,16.34852372839096,17.88507729388298,19.61784979637633,21.39625322057846,7.204166412353516,5.410833358764648,7.110000133514404,5.254166603088379
ZM201800000143,ZMGE71FL,ZM,2018.0,143.0,ZM2018DHS,11694.8857421875,13514.4814453125,15742.3798828125,102.05000305175781,86.40833282470703,113.29167175292969,78.00833129882812,30.162561416625977,22.639738082885742,33.48522186279297,21.87149429321289,0.19295741830553328,0.19525412150791713,0.2001981564930507,31.610000610351562,31.565000534057617,30.418333053588867,30.059999465942383,13.966667175292969,15.600000381469727,14.283333778381348,14.941667556762695,9.0,2735.0,2869.0,2922.0,2839.0,3113.0,3110.0,3058.0,0.17083333432674408,0.08166666328907013,0.040833331644535065,0.10833332687616348,65.9375,1395.077392578125,-807,0.0,0.12215185584178187,0.370917965566842,0.7833055898267481,23.1522216796875,23.72295379638672,23.236665725708008,22.850000381469727,4.947074890136719,727.9266357421875,-1.0,26.814788818359375,6.40563440322876,1.2755457162857056,0.2982413172721863,0.21612338721752167,0.11647927016019821,0.09483511745929718,0.25439098477363586,0.15295694768428802,0.06719028949737549,0.0535571314394474,28.283334732055664,30.450000762939453,29.25,29.391666412353516,21.266666412353516,22.633333206176758,22.08333396911621,21.891666412353516,14.316666603088379,14.850000381469727,14.966667175292969,14.450000762939453,1.3491465250651042,14.69444465637207,15.880908966064453,16.05500030517578,15.640000343322754,3.383333444595337,3.816666841506958,3.383333444595337,3.566666603088379,33612.64772727273,7615.7932692307695,136319.48958333334,1252,1021,1112,1403,1006,1287,1012,0.9168768525123596,1.0,1.0,1.0,20.464000701904297,18.082000732421875,21.690000534057617,21.361000061035156,21.308000564575195,15.690000534057617,15.711000442504883,21.542999267578125,18.184999465942383,22.742000579833984,23.277999877929688,21.711000442504883,9.5625,6.25,106.57239583333333,121.25533040364583,140.12130533854167,163.22068684895834,1814.973388671875,1661.6329345703125,1525.399169921875,1392.5045166015625,141.6566162109375,129.71693420410156,119.1125717163086,108.76874542236328,8.607500076293945,6.861666679382324,8.81583309173584,7.581666469573975
ZM201800000144,ZMGE71FL,ZM,2018.0,144.0,ZM2018DHS,2808.91943359375,3245.955810546875,3781.060546875,103.4000015258789,81.625,75.89167022705078,74.63333129882812,28.6558895111084,20.49163246154785,20.148229598999023,19.946548461914062,0.0,0.0,0.0,30.640457153320312,30.9879150390625,31.27819569905599,30.210833231608074,13.016667366027832,13.25,12.991666793823242,12.699999809265137,5.0,2824.4166666666665,2856.5833333333335,2956.8333333333335,2999.8333333333335,3244.3333333333335,3125.5,3181.25,0.0008333332953043282,0.0,0.0,0.0,25.983957219251337,1044.7744140625,5.0,0.0,0.16694753278091148,0.40049968172976735,0.8331023415425844,22.978068033854168,23.72784678141276,23.67473602294922,23.270278930664062,0.0468461551768257,8.226497874540442,-1.0,0.10338469112620634,0.1529862918955757,0.001768167962364972,0.3586047808329264,0.20976513226826984,0.13954931894938152,0.2191038449605306,0.4472326914469401,0.20567169189453124,0.11663861274719238,0.2165932019551595,28.46666717529297,29.516666412353516,29.100000381469727,28.766666412353516,21.933334350585938,22.875,22.58333396911621,22.391666412353516,15.449999809265137,16.266666412353516,16.108333587646484,16.066667556762695,0.0,15.315682729085287,16.46777852376302,16.07127507527669,16.329723358154297,3.6083333492279053,3.9833333492279053,3.7666666507720947,3.741666793823242,122799.9496855346,26212.35238095238,174433.0158730159,1081.9,868.4,1026.6,1186.2,858.0,918.5,1025.8,0.5340496206028577,0.0,0.0,0.0,21.273500442504883,19.697500228881836,21.662750244140625,21.50724983215332,21.32575035095215,18.626501083374023,19.04199981689453,21.519750595092773,20.165250778198242,23.332000732421875,23.965499877929688,22.28849983215332,250.77272727272728,102.29144385026738,1.2600277987393467,1.433627205099014,1.656683447526738,1.9297922715783757,3957.10107421875,4510.2216796875,5154.326171875,5856.91064453125,12.491320604946525,14.237349076704545,16.270582229695854,18.488418334308154,8.648332595825195,6.725832939147949,7.141666412353516,7.661666393280029
ZM201800000145,ZMGE71FL,ZM,2018.0,145.0,ZM2018DHS,1340.4970703125,1549.0634765625,1804.430908203125,109.57500457763672,83.8166732788086,98.93333435058594,85.33333587646484,34.06476593017578,23.336427688598633,31.160104751586914,25.600000381469727,0.09759872300284249,0.13268818174089705,0.3922509806496756,29.55363655090332,29.613332748413086,29.231666564941406,29.733333587646484,14.233333587646484,15.700000762939453,14.016666412353516,15.175000190734863,7,2833,2859,2940,2986,3095,2844,2733,0.24666666984558105,0.13333332538604736,0.06333333253860474,0.19833333790302277,55.13333333333333,2213.702880859375,3,0.0,0.0810876763315695,0.34636444925673365,0.7580142320525223,21.585817337036133,21.93833351135254,21.93000030517578,22.16583251953125,9.543515014648438,29.28114217122396,-1.0,4.927302551269531,0.37230459849039715,0.26829036076863605,0.377285361289978,0.2083507776260376,0.15200462937355042,0.16566155850887299,0.32441797852516174,0.13962121307849884,0.09107477962970734,0.10581798106431961,27.866666793823242,29.908334732055664,28.46666717529297,28.866666793823242,20.725000381469727,22.025001525878906,21.441667556762695,21.266666412353516,13.633333206176758,14.208333969116211,14.450000762939453,13.691666603088379,8.496908219134221,13.618000030517578,14.263333320617676,14.62833309173584,14.598333358764648,3.2166666984558105,3.5916666984558105,3.1750001907348633,3.3333332538604736,27532.53846153846,2604.5006009615386,143058.54807692306,1248.0,1170.0,1100.0,1309.0,1166.0,1383.0,1100.0,1.770886739095052,1.0,1.0,2.0,19.677000045776367,18.344999313354492,20.062999725341797,20.243999481201172,19.957000732421875,15.647000312805176,15.282999992370605,20.187000274658203,17.55299949645996,20.944000244140625,22.15399932861328,21.362998962402344,169.66666666666666,0.5333333333333333,16.882696533203124,19.208697509765624,22.197355143229167,25.856648763020832,361.1042785644531,436.78350830078125,529.7215576171875,638.7816772460938,28.618448893229168,34.61622721354167,41.98180338541667,50.62510579427083,9.202500343322754,8.255833625793457,9.388333320617676,9.227499961853027
ZM201800000146,ZMGE71FL,ZM,2018.0,146.0,ZM2018DHS,30690.818359375,35465.96875,41312.62890625,99.93333435058594,64.9000015258789,79.14167022705078,47.55833435058594,28.349882125854492,15.483100891113281,20.37982940673828,12.09110164642334,0.0001860926142678811,0.00019521298460089244,0.00032829416868014214,31.799200439453124,34.60850219726562,32.45499877929687,33.804498291015626,11.350000381469727,13.066666603088379,12.199999809265137,12.52500057220459,5.0,2585.1,2553.4,2644.3,2659.6,2746.4,2829.3,2611.6,0.0,0.0,0.0,0.0,31.04724409448819,757.7786458333334,5.0,0.0,0.16387167743749081,0.4165320979296399,0.9678021683299669,24.201663208007812,26.116998291015626,24.974749755859374,25.545500183105467,8.047946399278215,52.972794660433074,-1.0,1.4162198765071359,3.033216261175361,1.060543030265748,0.42363132749285015,0.20078228201184953,0.2411214624132429,0.23037913867405482,0.37195209094456266,0.12742619003568376,0.16271155221121653,0.1563427107674735,28.125,30.191667556762695,29.566667556762695,29.45833396911621,22.433334350585938,23.625,23.433334350585938,23.166667938232422,16.774999618530273,17.125,17.366666793823242,16.933334350585938,0.07797658819901315,16.604129028320312,17.62550048828125,17.494500732421876,17.2864990234375,3.5250000953674316,4.191666603088379,3.883333444595337,3.933333396911621,21867.17628205128,6620.004746835443,155216.82278481012,1178.5454545454545,788.5454545454545,741.8181818181819,936.7272727272727,653.7272727272727,1155.0,897.0,0.8003794752706693,0.0,0.0,0.0,22.224998474121094,19.96525001525879,23.637001037597656,23.35849952697754,23.288999557495117,17.52050018310547,17.66925048828125,23.115999221801758,20.195249557495117,25.704750061035156,26.016000747680664,23.513748168945312,182.01574803149606,21.64304461942257,14.475185728199602,16.4694934308687,19.031964937002652,22.16943488892573,17817.181640625,20220.87109375,23011.884765625,26041.4765625,56.044393864829395,63.60530983431759,72.38458620406824,81.9143341945538,8.261666297912598,6.106666564941406,7.240833282470703,4.5366668701171875
ZM201800000147,ZMGE71FL,ZM,2018.0,147.0,ZM2018DHS,42.14421081542969,48.70137023925781,56.72993087768555,100.98333740234375,85.29167175292969,114.4749984741211,79.66666412353516,29.62836265563965,21.916488647460938,33.26150131225586,21.876428604125977,0.0015989274463870308,0.002174524421041662,0.0031530051068826156,30.684545516967773,30.6200008392334,29.420000076293945,29.02833366394043,13.283333778381348,14.90000057220459,13.600000381469727,14.216667175292969,9.0,3225,3209,3279,3382,3496,3480,3459,0.08416666835546494,0.032499998807907104,0.005833333358168602,0.042500000447034836,31.4375,1395.077392578125,-807,0.0,0.10820617594580761,0.34040204990351863,0.7376622424823309,22.256160736083984,22.938636779785156,22.4950008392334,22.09083366394043,2.4588727951049805,356.42333984375,-1.0,12.962898254394531,2.6598095893859863,0.21185165643692017,0.3659391403198242,0.28895220160484314,0.15110068023204803,0.12725329399108887,0.32587945461273193,0.22511152923107147,0.09149999916553497,0.07619902491569519,27.625,29.78333282470703,28.641666412353516,28.75,20.96666717529297,22.316667556762695,21.816667556762695,21.616666793823242,14.341667175292969,14.883333206176758,15.041666984558105,14.533333778381348,0.041647547767275854,13.827777862548828,15.257272720336914,15.569999694824219,15.15333366394043,3.4083333015441895,3.8916666507720947,3.441666603088379,3.641666889190674,21245.408653846152,5174.084309895833,123261.19230769231,1270,1079,1145,1374,973,1300,1046,0.9826251268386841,0.0,0.0,1.0,20.10300064086914,18.187999725341797,21.30500030517578,21.149999618530273,21.047000885009766,15.354000091552734,15.130000114440918,21.191999435424805,17.714000701904297,22.6510009765625,23.184999465942383,21.61400032043457,55.8125,17.1875,0.4357037203652518,0.4957324777330671,0.5728628976004464,0.6673009055001395,3315.70068359375,4010.589111328125,4863.97314453125,5865.400390625,255.927001953125,309.5629577636719,375.4326171875,452.72918701171875,8.908332824707031,6.967499732971191,9.172499656677246,7.860833168029785
ZM201800000148,ZMGE71FL,ZM,2018.0,148.0,ZM2018DHS,1485499.0,1716626.0,1999616.5,83.49166870117188,60.483333587646484,91.125,24.608333587646484,23.463699340820312,15.026915550231934,24.62837791442871,6.2563557624816895,0.3580285096779848,0.41421772883488583,0.5457812578250201,30.520180442116477,32.23015247691762,30.43484774502841,31.485756613991477,11.858333587646484,13.991666793823242,12.666666984558105,14.074999809265137,5.0,2392.818181818182,2399.7272727272725,2404.0,2592.5454545454545,2660.7272727272725,2657.818181818182,2558.3636363636365,0.003333333181217313,0.0,0.0,0.014166666194796562,72.88743455497382,1592.2298583984375,-807.0,3.540539503097534,0.026943242965707825,0.22463782695832363,0.4704281064812347,22.93736405806108,24.414242831143465,23.494545676491477,24.072498668323863,4.3207803296793195,69.53372975294502,-1.0,4.43382255194699,0.15634800376692368,0.11475839664798757,0.30923569202423096,0.18174992501735687,0.04292420297861099,0.10735622048377991,0.265788197517395,0.1189575046300888,0.021741323173046112,0.06146124005317688,27.450000762939453,29.92500114440918,28.700000762939453,29.191667556762695,21.491666793823242,22.90833282470703,22.34166717529297,22.133333206176758,15.591667175292969,15.933333396911621,16.03333282470703,15.116666793823242,21.38398386068137,15.354544899680398,16.598333185369317,16.554242220791902,16.659243496981535,3.558333396911621,4.025000095367432,3.700000047683716,3.933333396911621,90913.04126984127,9638.68649517685,127316.60256410256,821.6,829.3,503.5,928.4,594.4,1016.3,682.2,0.7639152966244682,3.0,3.0,3.0,20.166250228881836,18.383251190185547,21.7549991607666,21.444751739501953,21.578750610351562,15.826499938964844,15.828999519348145,21.16374969482422,18.095748901367188,23.3435001373291,23.99799919128418,22.18524932861328,12.75916230366492,1.198952879581152,598.6635307591623,681.1439790575917,787.1223821989529,916.8816263089005,751907.9375,941580.0,1186384.75,1491958.75,2374.982329842932,2974.11387434555,3747.3907068062827,4712.6122382198955,7.169166564941406,5.239166736602783,7.027499675750732,3.1374998092651367
ZM201800000149,ZMGE71FL,ZM,2018.0,149.0,ZM2018DHS,171665.4375,198374.65625,231077.265625,83.49166870117188,60.483333587646484,91.125,24.608333587646484,23.463699340820312,15.026915550231934,24.62837791442871,6.2563557624816895,0.6415635622464694,0.7834739685058594,0.8903559171236478,30.736000061035156,32.45500183105469,31.06833267211914,32.38833236694336,11.858333587646484,13.991666793823242,12.666666984558105,14.074999809265137,5,2339.0,2345.0,2362.0,2644.0,2742.0,2757.0,2640.0,0.003333333181217313,0.0,0.0,0.014166666194796562,81.75,1592.2298583984375,-807.0,0.0,0.02330477885347976,0.22015269134074816,0.4664139590646946,23.459999084472656,24.948333740234375,24.137500762939453,25.022499084472656,0.0,0.0,-1.0,0.0,0.0,0.0,0.317067950963974,0.19411955773830414,0.04376453161239624,0.11300355941057205,0.2762413024902344,0.13000407814979553,0.02220369502902031,0.0654391199350357,27.450000762939453,29.92500114440918,28.700000762939453,29.191667556762695,21.491666793823242,22.90833282470703,22.34166717529297,22.133333206176758,15.591667175292969,15.933333396911621,16.03333282470703,15.116666793823242,40.222025553385414,16.18400001525879,17.441667556762695,17.206666946411133,17.656665802001953,3.558333396911621,4.025000095367432,3.700000047683716,3.933333396911621,93806.51785714286,11981.341346153846,128871.92708333333,789.0,793.0,503.0,915.0,581.0,1005.0,661.0,0.8177515268325806,3.0,3.0,3.0,20.43899917602539,18.562000274658203,22.003999710083008,21.663000106811523,21.861000061035156,16.0310001373291,16.04599952697754,21.41699981689453,18.312000274658203,23.441999435424805,24.138999938964844,22.37299919128418,11.4375,0.0,1750.0867919921875,1991.20361328125,2301.012939453125,2680.341064453125,61161.4375,75880.578125,94437.3515625,116919.0390625,4672.77978515625,5798.66552734375,7218.37646484375,8938.771484375,7.169166564941406,5.239166736602783,7.027499675750732,3.1374998092651367
ZM201800000150,ZMGE71FL,ZM,2018.0,150.0,ZM2018DHS,3926.0400390625,4536.88818359375,5284.806640625,108.16667175292969,77.06666564941406,108.65833282470703,81.64167022705078,32.94416427612305,20.192138671875,32.27475357055664,22.997652053833008,0.0005483730928972363,0.0010076145020624001,0.0077308764060338335,29.323999404907227,30.084999084472656,29.84166717529297,29.706666946411133,12.483333587646484,13.966667175292969,12.850000381469727,13.283333778381348,5.0,2958,2944,2966,2984,3255,3189,3290,0.0508333295583725,0.015833333134651184,0.003333333181217313,0.006666666362434626,52.285714285714285,938.46044921875,-807,0.0,0.15329561018287843,0.3814626267037759,0.7967890581275386,21.971546173095703,22.644166946411133,22.65999984741211,22.52083396911621,3.9644677298409596,265.80025809151783,-1.0,12.7410888671875,0.5528101580483573,0.08895417622157506,0.4310055077075958,0.4257771968841553,0.30298328399658203,0.42062148451805115,0.3974866271018982,0.36259061098098755,0.2276427298784256,0.3569614887237549,26.241666793823242,28.25,27.350000381469727,27.316667556762695,19.975000381469727,21.241666793823242,20.90833282470703,20.65833282470703,13.758333206176758,14.283333778381348,14.5,14.033333778381348,2.5553699616462953,14.619091033935547,15.203332901000977,15.478333473205566,15.335000038146973,3.2833333015441895,3.816666841506958,3.366666793823242,3.549999952316284,46140.92613636364,990.6847956730769,157675.09615384616,1012,882,871,1173,807,1287,953,1.2208675656999861,0.0,0.0,0.0,19.7810001373291,16.718000411987305,20.993999481201172,20.839000701904297,20.7239990234375,14.772000312805176,15.052000045776367,20.826000213623047,17.510000228881836,22.062000274658203,22.22100067138672,20.009000778198242,243.28571428571428,127.35714285714286,45.211649576822914,51.4406494140625,59.44423828125,69.24378255208333,123.27320098876953,141.43798828125,162.7103271484375,186.11810302734375,10.510758536202568,12.059559413364955,13.873323713030134,15.869161333356585,9.533332824707031,6.9583330154418945,9.086666107177734,8.070833206176758
ZM201800000151,ZMGE71FL,ZM,2018.0,151.0,ZM2018DHS,2317.6171875,2678.21240234375,3119.72265625,95.75,75.45000457763672,71.81666564941406,68.5,26.845792770385742,19.14164924621582,19.3228702545166,18.597286224365234,0.0,0.0,0.0,32.154547119140624,30.621331787109376,30.994500732421876,31.04816589355469,12.850000381469727,13.0,12.733333587646484,12.441666603088379,5.0,2359.3,2350.0,2468.4,2481.5,2767.2,2585.5,2602.2,0.0,0.0,0.0,0.0,20.694960212201593,886.744921875,5.0,0.15368874371051788,0.15618310878197855,0.37761069221464855,0.8285068379955656,24.001454162597657,23.698333740234375,23.856834411621094,23.759718322753905,0.055922925630362025,8.614562178796419,-1.0,0.10899104110758248,0.1906255423548367,0.0031756861456509293,0.4642550051212311,0.2233438789844513,0.1769241988658905,0.2998604476451874,0.4328501224517822,0.15281373262405396,0.11181231588125229,0.22785836458206177,28.33333396911621,29.358333587646484,28.933334350585938,28.600000381469727,21.891666412353516,22.825000762939453,22.53333282470703,22.358333587646484,15.483333587646484,16.358333587646484,16.200000762939453,16.15833282470703,0.0,15.8483642578125,16.77533416748047,16.719166564941407,16.471272277832032,3.566666841506958,3.941666603088379,3.7166666984558105,3.683333396911621,127967.44303797468,21517.411575562703,199761.82857142857,1104.25,814.5833333333334,1088.4166666666667,1093.0,846.0,917.5,996.3333333333334,0.18035352388174528,0.0,0.0,0.0,21.2864990234375,19.835750579833984,21.80500030517578,21.75749969482422,21.58099937438965,18.965499877929688,19.182998657226562,21.73124885559082,19.943248748779297,23.610000610351562,24.11625099182129,22.324499130249023,252.6180371352785,90.3289124668435,1.0652038898873837,1.211961624470163,1.4005292527219082,1.631410314681682,4194.9814453125,4475.1669921875,4786.794921875,5090.98046875,13.144140106929708,14.022046481266578,14.998471692639257,15.951575969827585,8.228333473205566,6.594166278839111,6.980833530426025,7.330833435058594
ZM201800000152,ZMGE71FL,ZM,2018.0,152.0,ZM2018DHS,6020.3486328125,6957.04736328125,8103.93603515625,60.65833282470703,46.75,64.80000305175781,39.71666717529297,16.88863182067871,11.761006355285645,17.87586212158203,10.183760643005371,0.0,0.0,0.0,30.404727172851562,33.992166137695314,32.69666748046875,33.5018310546875,13.625,15.291666984558105,14.166666984558105,15.850000381469727,5.0,2458.4,2501.9,2594.0,2795.1,2909.4,2599.3,2652.2,0.05666666477918625,0.10083332657814026,0.09666666388511658,0.3125,20.778350515463917,999.7938151041667,5.0,0.0,0.04640593947348757,0.2947171730925638,0.4981508423744631,22.752964782714844,25.359664916992188,24.555082702636717,25.057666015625,0.7782079952279317,5.344433342058634,-1.0,0.09868966918630698,0.1475264657404005,0.0006765369133850963,0.29473514556884767,0.12316660881042481,0.06010283629099528,0.056892991065979004,0.21373446782430014,0.06683106422424316,0.029818904399871827,0.028303454319636028,28.53333282470703,30.70833396911621,29.433334350585938,30.133333206176758,21.691667556762695,23.025001525878906,22.325000762939453,22.191667556762695,14.908333778381348,15.416666984558105,15.266666412353516,14.283333778381348,0.0,15.101199340820312,16.727166748046876,16.413499450683595,16.6135009765625,3.5916666984558105,3.9750001430511475,3.625,3.9000000953674316,129712.07692307692,206.23609871031746,139911.83492063492,657.4545454545455,734.4545454545455,537.2727272727273,824.0909090909091,590.9090909090909,861.5454545454545,576.2727272727273,0.5713158047076353,1.0,0.0,0.0,20.411251068115234,18.258750915527344,22.33824920654297,21.85124969482422,22.08824920654297,15.09225082397461,15.059749603271484,21.517749786376953,17.623001098632812,24.02975082397461,24.708999633789062,22.448501586914062,314.30670103092785,119.69587628865979,2.89866574605306,3.2980273564656577,3.8111632664998374,4.439444224039714,4461.4560546875,5923.63818359375,7885.96826171875,10438.59765625,13.960693359375,18.53612148638853,24.676604280766753,32.664243717783506,6.888333320617676,5.860833168029785,7.048333168029785,5.729166507720947
ZM201800000153,ZMGE71FL,ZM,2018.0,153.0,ZM2018DHS,11592.14453125,13395.75390625,15604.080078125,76.07500457763672,71.28333282470703,77.80000305175781,89.51667022705078,21.23023223876953,18.475162506103516,20.56387710571289,24.637615203857422,9.680983769165358e-05,0.000284335117823058,0.0005529090714224665,28.437271118164062,28.959335327148438,29.10150146484375,28.85616455078125,12.616666793823242,12.533333778381348,12.591667175292969,12.050000190734863,2.0,1812.4,1838.6,1901.9,1904.6,1992.5,2003.6,1965.3,0.0,0.0,0.0,0.0,28.664879356568363,728.5231770833333,-997.0,0.0,0.2127755680488527,0.47431503005018844,0.9239430595552393,23.442044067382813,23.718333435058593,24.024334716796876,23.698500061035155,0.007468704244086953,4.02978122905496,-0.5549597855227882,0.14555581836853845,0.19136881892227295,0.00256138672457943,0.5530721119471959,0.4143272468021938,0.3907875674111502,0.26729893684387207,0.6506458009992327,0.39394027846200125,0.3578455788748605,0.2170525278363909,29.91666603088379,30.84166717529297,30.391666412353516,29.899999618530273,23.575000762939453,24.549999237060547,24.08333396911621,23.858333587646484,17.299999237060547,18.308334350585938,17.80000114440918,17.850000381469727,0.004588356890877355,18.446818542480468,18.47733154296875,18.947166442871094,18.54083251953125,3.5833334922790527,3.8583333492279053,3.7833333015441895,3.633333444595337,24089.662420382167,12924.425955414014,4930.931210691824,1109.3,998.6,904.7,1052.5,1018.1,933.0,1261.5,1.9030139912868633,0.0,0.0,0.0,24.118249893188477,22.368999481201172,23.954750061035156,24.274250030517578,24.025249481201172,20.65924835205078,20.71125030517578,24.179248809814453,22.82050132751465,24.70250129699707,25.357749938964844,24.364500045776367,461.55227882037536,163.80428954423593,7.386023171164773,8.403627485795454,9.711138139204545,11.312044566761363,7956.611328125,9155.23828125,10562.3857421875,12116.5126953125,35.58902287137681,40.95035099637681,47.24435999773551,54.19579370471015,8.670833587646484,7.238333225250244,8.544166564941406,9.571666717529297
